year (AD),depth (cm),d18O (permil),d18O (permil)
-576.8,95.75,-0.1,-1.51
-588.63,96.25,-0.14,-1.78
-600.46,96.75,-0.16,-1.85
-612.28,97.25,-0.36,-1.82
-624.11,97.75,-0.14,-1.93
-635.94,98.25,-0.19,-1.43
-647.76,98.75,-0.22,-1.67
-659.59,99.25,-0.31,-1.38
-671.42,99.75,-0.18,-1.66
-684.31,100.25,-0.37,-1.75
-698.26,100.75,-0.23,-1.74
-712.21,101.25,-0.26,-1.67
-726.17,101.75,-0.24,-1.51
-740.12,102.25,-0.24,-1.84
-754.07,102.75,-0.33,-1.28
-768.03,103.25,-0.45,-1.64
-781.98,103.75,-0.09,-1.6
-795.93,104.25,-0.12,-1.9
-809.89,104.75,-0.23,-1.3
-823.84,105.25,-0.18,-1.12
-837.79,105.75,-0.31,-1.5
-851.75,106.25,-0.26,-1.49
-865.7,106.75,-0.2,-1.64
-879.65,107.25,-0.58,-1.8
-893.61,107.75,-0.16,-1.85
-907.56,108.25,-0.42,-1.75
-921.51,108.75,-0.2,-1.72
-935.47,109.25,-0.51,-1.57
-949.42,109.75,0,-2.01
-963.37,110.25,-0.16,-1.51
-977.33,110.75,-0.01,-1.78
-991.28,111.25,0.23,-1.56
-1005.23,111.75,-0.1,-1.91
-1019.19,112.25,-0.1,-1.76
-1033.14,112.75,0.49,-1.95
-1047.1,113.25,0.11,-1.63
-1061.05,113.75,0.02,-1.99
-1075,114.25,-0.12,-1.27
-1088.96,114.75,-0.36,-1.88
-1102.91,115.25,0.07,-1.68
-1116.86,115.75,-0.13,-1.62
-1130.82,116.25,-0.15,-2.01
-1144.77,116.75,-0.02,-1.75
-1158.72,117.25,-0.08,-1.75
-1172.68,117.75,-0.11,-1.52
-1186.63,118.25,-0.01,-1.75
-1200.58,118.75,-0.29,-1.71
-1214.54,119.25,-0.46,-1.67
-1228.49,119.75,-0.15,-1.42
-1242.44,120.25,-0.11,-1.88
-1256.4,120.75,-0.32,-1.71
-1270.35,121.25,0.06,-1.69
-1284.3,121.75,-0.24,-1.42
-1298.26,122.25,-0.23,-2
-1312.21,122.75,-0.06,-1.57
-1326.16,123.25,-0.28,-1.73
-1340.12,123.75,-0.07,-1.71
-1354.07,124.25,-0.18,-1.43
-1368.02,124.75,-0.11,-1.44
-1381.25,125.25,-0.09,-1.54
-1393.75,125.75,-0.13,-1.77
-1406.25,126.25,-0.4,-1.84
-1418.75,126.75,-0.04,-1.54
-1431.25,127.25,-0.35,-1.99
-1443.75,127.75,-0.07,-1.2
-1456.25,128.25,-0.56,-1.25
-1468.75,128.75,-0.17,-1.57
-1481.25,129.25,-0.02,-1.8
-1493.75,129.75,-0.22,-1.66
-1506.25,130.25,-0.48,-1.37
-1518.75,130.75,-0.16,-1.33
-1531.25,131.25,-0.22,-1.68
-1543.75,131.75,-0.53,-1.58
-1556.25,132.25,-0.32,-1.54
-1568.75,132.75,-0.9,-1.9
-1581.25,133.25,-0.13,-1.35
-1593.75,133.75,-0.14,-1.45
-1606.25,134.25,-0.83,-1.49
-1618.75,134.75,-0.44,-1.62
-1631.25,135.25,-0.21,-1.01
-1643.75,135.75,-0.38,-1.48
-1656.25,136.25,-0.12,-1.16
-1668.75,136.75,-0.18,-1.72
-1681.25,137.25,-0.36,-1.57
-1693.75,137.75,-0.73,-1.15
-1706.25,138.25,-0.24,-1.84
-1718.75,138.75,-0.48,-1.42
-1731.25,139.25,-0.27,-1.43
-1743.75,139.75,-0.15,-1.32
-1756.25,140.25,-0.23,-1.9
-1768.75,140.75,-0.35,-1.51
-1781.25,141.25,-0.63,-1.75
-1793.75,141.75,-0.28,-1.17
-1806.25,142.25,-0.02,-1.35
-1818.75,142.75,-0.09,-1.58
-1831.25,143.25,0.07,-1.6
-1843.75,143.75,-0.14,-1.69
-1856.25,144.25,0,-1.25
-1868.75,144.75,0.1,-1.53
-1881.25,145.25,-0.11,-1.59
-1893.75,145.75,0.11,-1.46
-1906.25,146.25,-0.13,-1.62
-1918.75,146.75,-0.15,-1.62
-1931.25,147.25,-0.32,-1.84
-1943.75,147.75,-0.12,-2.1
-1956.25,148.25,-0.37,-1.56
-1968.75,148.75,-0.02,-1.78
-1981.25,149.25,-0.4,-1.79
-1993.75,149.75,0.67,-2.04
-2004.6,150.25,-0.23,-1.77
-2013.8,150.75,NA,NA
-2023,151.25,-0.05,-1.79
-2032.2,151.75,0.02,-1.35
-2041.4,152.25,-0.02,-2.17
-2050.6,152.75,0.24,-1.5
-2059.8,153.25,-0.1,-1.8
-2069,153.75,-0.04,-1.83
-2078.2,154.25,-0.23,-1.92
-2087.4,154.75,0.13,-1.94
-2096.6,155.25,-0.33,-2.02
-2105.8,155.75,-0.47,-1.57
-2115,156.25,-0.18,-2
-2124.2,156.75,-0.25,-1.29
-2133.4,157.25,-0.35,-1.75
-2142.6,157.75,-0.42,-1.83
-2151.8,158.25,-0.17,-1.73
-2161,158.75,-0.04,-1.9
-2170.2,159.25,-0.39,NA
-2179.4,159.75,-0.05,-1.9
-2188.6,160.25,-0.1,-2.04
-2197.8,160.75,0,-1.78
-2207,161.25,-0.54,-1.78
-2216.2,161.75,-0.18,-2.02
-2225.4,162.25,-0.07,-1.49
-2234.6,162.75,-0.21,-1.56
-2243.8,163.25,-0.48,-1.09
-2253,163.75,-0.79,-1.33
-2262.2,164.25,-0.15,-1.91
-2271.4,164.75,-0.15,-1.46
-2280.6,165.25,-0.24,-1.79
-2289.8,165.75,-0.02,-1.73
-2299,166.25,-0.25,-1.33
-2308.2,166.75,-0.16,-2.12
-2317.4,167.25,-0.07,-1.99
-2326.6,167.75,-0.26,-1.33
-2335.8,168.25,0.08,-1.43
-2345,168.75,-0.03,-1.76
-2354.2,169.25,-0.1,-1.66
-2363.4,169.75,0.05,-1.66
-2372.6,170.25,-0.03,-1.96
-2381.8,170.75,-0.07,-1.86
-2391,171.25,-0.03,-1.31
-2400.2,171.75,-0.12,-1.39
-2409.4,172.25,-0.15,-1.27
-2418.6,172.75,-0.2,-1.63
-2427.8,173.25,-0.17,-2.04
-2437,173.75,-0.08,-1.59
-2446.2,174.25,-0.14,-1.44
-2455.4,174.75,-0.16,-1.85
-2468.17,175.25,-0.18,-1.55
-2484.51,175.75,-0.19,-1.69
-2500.85,176.25,-0.26,-1.57
-2517.19,176.75,-0.06,-2.11
-2533.53,177.25,-0.2,-1.82
-2549.87,177.75,-0.35,-2.18
-2566.21,178.25,-0.12,-1.81
-2582.55,178.75,-0.15,-2.13
-2598.89,179.25,-0.33,-1.71
-2615.23,179.75,-0.11,-1.59
-2631.57,180.25,-0.24,-1.47
-2647.91,180.75,-0.15,-1.76
-2664.25,181.25,NA,NA
-2680.59,181.75,0.05,-1.3
-2696.93,182.25,-0.26,-1.79
-2713.27,182.75,-0.2,-2.03
-2729.61,183.25,-0.28,-2.11
-2745.95,183.75,-0.29,-2.09
-2762.29,184.25,-0.15,-1.78
-2778.63,184.75,-0.49,-1.92
-2794.97,185.25,-0.26,-1.75
-2811.31,185.75,0.01,-2.3
-2827.65,186.25,-0.26,-1.78
-2843.99,186.75,-0.3,-1.6
-2860.33,187.25,-0.07,-2.12
-2876.67,187.75,-0.11,-1.91
-2893.01,188.25,-0.09,-1.89
-2909.35,188.75,-0.23,-1.94
-2925.69,189.25,-0.42,-1.94
-2942.03,189.75,-0.21,-2.01
-2958.37,190.25,-0.3,-1.97
-2974.71,190.75,-0.29,-1.87
-2991.05,191.25,0.02,-2.16
-3007.39,191.75,-0.07,-1.34
-3023.73,192.25,0.05,-1.57
-3040.07,192.75,-0.17,-2.34
-3056.41,193.25,NA,-1.47
-3072.75,193.75,-0.48,-2.03
-3089.09,194.25,-0.09,-1.77
-3105.43,194.75,0.09,-1.63
-3121.77,195.25,-0.11,-1.89
-3138.11,195.75,-0.27,-1.44
-3154.45,196.25,NA,NA
-3170.79,196.75,-0.18,-1.34
-3187.13,197.25,-0.06,-1.63
-3203.47,197.75,0.04,-1.67
-3219.81,198.25,-0.07,-1.91
-3236.15,198.75,-0.33,-1.9
-3252.49,199.25,-0.06,-1.75
-3268.83,199.75,NA,NA
-3286.04,200.25,-0.12,-1.26
-3304.12,200.75,NA,NA
-3322.19,201.25,NA,NA
-3340.27,201.75,-0.14,-1.77
-3358.35,202.25,-0.33,-2.08
-3376.42,202.75,0.36,-1.81
-3394.5,203.25,-0.37,-1.86
-3412.58,203.75,-0.39,-1.61
-3430.65,204.25,-0.29,-2.12
-3448.73,204.75,-0.19,-1.97
-3466.81,205.25,-0.09,-2.2
-3484.88,205.75,NA,NA
-3502.96,206.25,-0.12,-1.82
-3521.04,206.75,0,-2.04
-3539.12,207.25,-0.15,-1.6
-3557.19,207.75,0.06,-2.1
-3575.27,208.25,-0.11,-1.67
-3593.35,208.75,-0.01,-2.01
-3611.42,209.25,-0.02,-1.75
-3629.5,209.75,0.08,-2.11
-3647.58,210.25,0.1,-1.59
-3665.65,210.75,-0.1,-1.88
-3683.73,211.25,-0.04,-2.13
-3701.81,211.75,0.23,-1.97
-3719.88,212.25,-0.02,-2.18
-3737.96,212.75,0.14,-1.88
-3756.04,213.25,0.02,-2.27
-3774.12,213.75,0.09,-1.71
-3792.19,214.25,-0.08,-2.06
-3810.27,214.75,-0.02,-1.73
-3828.35,215.25,-0.02,-1.96
-3846.42,215.75,-0.14,-1.99
-3864.5,216.25,-0.15,-2.13
-3882.58,216.75,0.03,-1.74
-3900.65,217.25,-0.15,-1.97
-3918.73,217.75,0,-2.18
-3936.81,218.25,-0.12,-2.37
-3954.88,218.75,NA,NA
-3972.96,219.25,-0.49,-2.43
-3991.04,219.75,-0.03,-2.54
-4009.12,220.25,-0.28,-2.45
-4027.19,220.75,-0.05,-1.97
-4045.27,221.25,0.04,-1.95
-4063.35,221.75,-0.09,-1.96
-4081.42,222.25,NA,NA
-4099.5,222.75,-0.11,-2.11
-4117.58,223.25,-0.07,-2.06
-4135.65,223.75,-0.11,-2.01
-4153.73,224.25,0.12,-1.28
-4171.81,224.75,0.08,-1.63
-4189.88,225.25,0.14,-1.4
-4207.96,225.75,0.02,-1.76
