year (AD),depth (cm),d18O (permil)
1763,92.731,-26.71
1762,93.172,-29.23
1761,93.415,-24.57
1760,93.812,-26.42
1759,94.209,-26.01
1758,94.672,-26.36
1757,95.157,-26.05
1756,95.619,-25.31
1755,95.993,-28.72
1754,96.279,-28.38
1753,96.674,-26.67
1752,96.982,-27.23
1751,97.311,-25.65
1750,97.816,-24.9
1749,97.991,-25.69
1748,98.32,-26.03
1747,98.736,-28.27
1746,99.196,-26.93
1745,99.393,-24.96
1744,99.875,-26.56
1743,100.115,-26.81
1742,100.203,-27.53
